id,title,released_year,runtime,genre,overview
679,Evil Dead II,1987,84,"Action, Comedy, Fantasy",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
680,Ferris Bueller's Day Off,1986,103,Comedy,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
681,Down by Law,1986,107,"Comedy, Crime, Drama","Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
682,The Goonies,1985,114,"Adventure, Comedy, Family",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
683,The Color Purple,1985,154,Drama,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
684,The Breakfast Club,1985,97,"Comedy, Drama",Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
685,The Killing Fields,1984,141,"Biography, Drama, History","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
686,Ghostbusters,1984,105,"Action, Comedy, Fantasy",Three former parapsychology professors set up shop as a unique ghost removal service.
687,The Right Stuff,1983,193,"Adventure, Biography, Drama","The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program."
688,The King of Comedy,1982,109,"Comedy, Crime, Drama","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
689,E.T. the Extra-Terrestrial,1982,115,"Family, Sci-Fi",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
690,Kramer vs. Kramer,1979,105,Drama,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation."
691,Days of Heaven,1978,94,"Drama, Romance",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
692,The Outlaw Josey Wales,1976,135,Western,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
693,The Man Who Would Be King,1975,129,"Adventure, History, War","Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
694,The Conversation,1974,113,"Drama, Mystery, Thriller","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
695,La plan\350te sauvage,1973,72,"Animation, Sci-Fi","On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
696,The Day of the Jackal,1973,143,"Crime, Drama, Thriller","A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France."
697,Badlands,1973,94,"Action, Crime, Drama",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.
698,Cabaret,1972,124,"Drama, Music, Musical",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
699,Willy Wonka & the Chocolate Factory,1971,100,"Family, Fantasy, Musical",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
700,Midnight Cowboy,1969,113,Drama,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
701,Wait Until Dark,1967,108,Thriller,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
702,Guess Who's Coming to Dinner,1967,108,"Comedy, Drama",A couple's attitudes are challenged when their daughter introduces them to her African-American fianc\351.
703,Bonnie and Clyde,1967,111,"Action, Biography, Crime","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
704,My Fair Lady,1964,170,"Drama, Family, Musical",Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.
705,Mary Poppins,1964,139,"Comedy, Family, Fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
706,The Longest Day,1962,178,"Action, Drama, History","The events of D-Day, told on a grand scale from both the Allied and German points of view."
707,Jules et Jim,1962,105,"Drama, Romance",Decades of a love triangle concerning two friends and an impulsive woman.
708,The Innocents,1961,100,Horror,A young governess for two children becomes convinced that the house and grounds are haunted.
709,\300 bout de souffle,1960,90,"Crime, Drama","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
710,Red River,1948,133,"Action, Adventure, Drama","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
711,Key Largo,1948,100,"Action, Crime, Drama","A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
712,To Have and Have Not,1944,100,"Adventure, Comedy, Film-Noir","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
713,Shadow of a Doubt,1943,108,"Film-Noir, Thriller","A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
714,Stagecoach,1939,96,"Adventure, Drama, Western",A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
715,The Lady Vanishes,1938,96,"Mystery, Thriller","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
716,Bringing Up Baby,1938,102,"Comedy, Family, Romance","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
717,Bride of Frankenstein,1935,75,"Drama, Horror, Sci-Fi","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
718,Duck Soup,1933,69,"Comedy, Musical, War",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
719,Scarface: The Shame of the Nation,1932,93,"Action, Crime, Drama","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
720,Frankenstein,1931,70,"Drama, Horror, Sci-Fi",Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
721,Roma,2018,135,Drama,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
722,God's Own Country,2017,104,"Drama, Romance","Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path."
723,Deadpool 2,2018,119,"Action, Adventure, Comedy","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
724,Wind River,2017,107,"Crime, Drama, Mystery",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
725,Get Out,2017,104,"Horror, Mystery, Thriller","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
